Name,Action,Timestamp
aksh,Registered,2025-06-09 09:17:41
aksh,Login,2025-06-09 09:20:27
aksh,Login,2025-06-09 09:22:26
aksh,Logout,2025-06-09 09:22:35
aksh,Login,2025-06-09 09:22:35
aksh,Logout,2025-06-09 09:22:38
aksh,Login,2025-06-09 09:22:39
aksh,Logout,2025-06-09 09:22:40
